rowid,kepid,kepoi_name,kepler_name,koi_disposition,koi_vet_stat,koi_vet_date,koi_pdisposition,koi_fpflag_nt,koi_fpflag_ss,koi_fpflag_co,koi_fpflag_ec,koi_disp_prov,koi_period,koi_period_err1,koi_period_err2,koi_time0bk,koi_time0bk_err1,koi_time0bk_err2,koi_time0,koi_time0_err1,koi_time0_err2,koi_parm_prov,koi_count,koi_tce_delivname,koi_datalink_dvr,ra,dec,koi_kepmag,koi_gmag,koi_rmag,koi_imag,koi_zmag,koi_jmag,koi_hmag,koi_kmag
61,7199397,K00075.01,,CANDIDATE,Done,2018-08-16,CANDIDATE,0,0,0,0,q1_q17_dr25_sup_koi,105.8817667,0.0001312,-0.0001312,156.97935,0.00101,-0.00101,2454989.979,0.00101,-0.00101,q1_q17_dr25_sup_koi,1,q1_q17_dr25_tce,007/007199/007199397/dv/kplr007199397-20160209194854_dvr.pdf,291.49722,42.728481,10.775,11.144,10.722,10.617,10.574,9.692,9.443,9.387
62,9955262,K00076.01,,CANDIDATE,Done,2018-08-16,CANDIDATE,0,0,0,0,q1_q17_dr25_sup_koi,77.4794704,0.0002456,-0.0002456,154.70734,0.0023,-0.0023,2454987.707,0.0023,-0.0023,q1_q17_dr25_sup_koi,1,q1_q17_dr25_tce,009/009955/009955262/dv/kplr009955262-20160209194854_dvr.pdf,293.54199,46.82214,10.143,10.338,10.078,10.046,10.079,9.343,9.161,9.115
63,9552608,K00080.01,,CANDIDATE,Done,2018-08-16,CANDIDATE,0,0,0,0,q1_q17_dr25_sup_koi,9.250572762,2.897e-06,-2.897e-06,135.407531,0.000259,-0.000259,2454968.408,0.000259,-0.000259,q1_q17_dr25_sup_koi,1,q1_q17_dr25_tce,009/009552/009552608/dv/kplr009552608-20160209194854_dvr.pdf,300.53757,46.10434,11.31,11.366,11.291,11.377,11.36,10.698,10.594,10.586
64,8823868,K00081.01,,FALSE POSITIVE,Done,2018-08-16,FALSE POSITIVE,1,0,0,0,q1_q17_dr25_sup_koi,23.8761144,2.239e-05,-2.239e-05,143.07006,0.000773,-0.000773,2454976.07,0.000773,-0.000773,q1_q17_dr25_sup_koi,1,q1_q17_dr25_tce,008/008823/008823868/dv/kplr008823868-20160209194854_dvr.pdf,293.78574,45.01849,11.409,11.296,11.447,11.61,11.715,11.164,11.141,11.115
65,10187017,K00082.01,Kepler-102 e,CONFIRMED,Done,2018-08-16,CANDIDATE,0,0,0,0,q1_q17_dr25_sup_koi,16.145671932,7.44e-06,-7.44e-06,134.754877,0.000394,-0.000394,2454967.755,0.000394,-0.000394,q1_q17_dr25_sup_koi,6,q1_q17_dr25_tce,010/010187/010187017/dv/kplr010187017-20160209194854_dvr.pdf,281.48273,47.208031,11.492,12.289,11.428,11.15,11.034,9.984,9.446,9.351
66,10187017,K00082.02,Kepler-102 d,CONFIRMED,Done,2018-08-16,CANDIDATE,0,0,0,0,q1_q17_dr25_sup_koi,10.31174786,1.226e-05,-1.226e-05,134.07991,0.001,-0.001,2454967.08,0.001,-0.001,q1_q17_dr25_sup_koi,6,q1_q17_dr25_tce,010/010187/010187017/dv/kplr010187017-20160209194854_dvr.pdf,281.48273,47.208031,11.492,12.289,11.428,11.15,11.034,9.984,9.446,9.351
67,10187017,K00082.03,Kepler-102 f,CONFIRMED,Done,2018-08-16,CANDIDATE,0,0,0,0,q1_q17_dr25_sup_koi,27.4536146,0.0001077,-0.0001077,145.02866,0.00345,-0.00345,2454978.029,0.00345,-0.00345,q1_q17_dr25_sup_koi,6,q1_q17_dr25_tce,010/010187/010187017/dv/kplr010187017-20160209194854_dvr.pdf,281.48273,47.208031,11.492,12.289,11.428,11.15,11.034,9.984,9.446,9.351
68,10187017,K00082.04,Kepler-102 c,CONFIRMED,Done,2018-08-16,CANDIDATE,0,0,0,0,q1_q17_dr25_sup_koi,7.07136119,3.085e-05,-3.085e-05,139.98763,0.00381,-0.00381,2454972.988,0.00381,-0.00381,q1_q17_dr25_sup_koi,6,q1_q17_dr25_tce,010/010187/010187017/dv/kplr010187017-20160209194854_dvr.pdf,281.48273,47.208031,11.492,12.289,11.428,11.15,11.034,9.984,9.446,9.351
69,10187017,K00082.05,Kepler-102 b,CONFIRMED,Done,2018-08-16,CANDIDATE,0,0,0,0,q1_q17_dr25_sup_koi,5.28691996,2.947e-05,-2.947e-05,135.85427,0.00452,-0.00452,2454968.854,0.00452,-0.00452,q1_q17_dr25_sup_koi,6,q1_q17_dr25_tce,010/010187/010187017/dv/kplr010187017-20160209194854_dvr.pdf,281.48273,47.208031,11.492,12.289,11.428,11.15,11.034,9.984,9.446,9.351
70,10187017,K00082.06,,FALSE POSITIVE,Done,2018-08-16,FALSE POSITIVE,0,0,1,0,q1_q17_dr25_sup_koi,22.4098677,0.0001651,-0.0001651,147.38366,0.00646,-0.00646,2454980.384,0.00646,-0.00646,q1_q17_dr25_sup_koi,6,q1_q17_dr25_tce,010/010187/010187017/dv/kplr010187017-20160209194854_dvr.pdf,281.48273,47.208031,11.492,12.289,11.428,11.15,11.034,9.984,9.446,9.351
71,2571238,K00084.01,Kepler-19 b,CONFIRMED,Done,2018-08-16,CANDIDATE,0,0,0,0,q1_q17_dr25_sup_koi,9.286964466,3.831e-06,-3.831e-06,135.9945,0.00034,-0.00034,2454968.995,0.00034,-0.00034,q1_q17_dr25_sup_koi,1,q1_q17_dr25_tce,002/002571/002571238/dv/kplr002571238-20160209194854_dvr.pdf,290.42081,37.851799,11.898,12.376,11.851,11.694,11.612,10.719,10.375,10.318
72,5866724,K00085.01,Kepler-65 c,CONFIRMED,Done,2018-08-16,CANDIDATE,0,0,0,0,q1_q17_dr25_sup_koi,5.859935955,3.782e-06,-3.782e-06,132.040528,0.000542,-0.000542,2454965.041,0.000542,-0.000542,q1_q17_dr25_sup_koi,3,q1_q17_dr25_tce,005/005866/005866724/dv/kplr005866724-20160209194854_dvr.pdf,288.68869,41.15118,11.018,11.336,10.955,10.882,10.858,10.066,9.852,9.806
73,5866724,K00085.02,Kepler-65 b,CONFIRMED,Done,2018-08-16,CANDIDATE,0,0,0,0,q1_q17_dr25_sup_koi,2.154911236,2.507e-06,-2.507e-06,133.498613,0.000939,-0.000939,2454966.499,0.000939,-0.000939,q1_q17_dr25_sup_koi,3,q1_q17_dr25_tce,005/005866/005866724/dv/kplr005866724-20160209194854_dvr.pdf,288.68869,41.15118,11.018,11.336,10.955,10.882,10.858,10.066,9.852,9.806
74,5866724,K00085.03,Kepler-65 d,CONFIRMED,Done,2018-08-16,CANDIDATE,0,0,0,0,q1_q17_dr25_sup_koi,8.13121389,1.902e-05,-1.902e-05,137.99254,0.00188,-0.00188,2454970.993,0.00188,-0.00188,q1_q17_dr25_sup_koi,3,q1_q17_dr25_tce,005/005866/005866724/dv/kplr005866724-20160209194854_dvr.pdf,288.68869,41.15118,11.018,11.336,10.955,10.882,10.858,10.066,9.852,9.806
75,10593626,K00087.01,Kepler-22 b,CONFIRMED,Done,2018-08-16,CANDIDATE,0,0,0,0,q1_q17_dr25_sup_koi,289.864067,0.00121,-0.00121,133.69719,0.00214,-0.00214,2454966.697,0.00214,-0.00214,q1_q17_dr25_sup_koi,1,q1_q17_dr25_tce,010/010593/010593626/dv/kplr010593626-20160209194854_dvr.pdf,289.2175,47.88446,11.664,12.098,11.627,11.478,11.448,10.523,10.211,10.152
76,7700871,K00088.01,,FALSE POSITIVE,Done,2018-08-16,FALSE POSITIVE,0,0,1,0,q1_q17_dr25_sup_koi,5.17968868,1.152e-05,-1.152e-05,136.46144,0.00202,-0.00202,2454969.461,0.00202,-0.00202,q1_q17_dr25_sup_koi,1,q1_q17_dr25_tce,007/007700/007700871/dv/kplr007700871-20160209194854_dvr.pdf,297.31979,43.332722,11.871,12.32,11.837,11.679,11.63,10.732,10.353,10.306
77,8056665,K00089.01,Kepler-462 b,CONFIRMED,Done,2018-08-16,CANDIDATE,0,0,0,0,q1_q17_dr25_sup_koi,84.6877524,0.0001778,-0.0001778,150.57084,0.00172,-0.00172,2454983.571,0.00172,-0.00172,q1_q17_dr25_sup_koi,2,q1_q17_dr25_tce,008/008056/008056665/dv/kplr008056665-20160209194854_dvr.pdf,299.82117,43.81427,11.642,11.74,11.609,11.649,11.677,10.983,10.876,10.851
78,8056665,K00089.02,Kepler-462 c,CONFIRMED,Done,2018-08-16,CANDIDATE,0,0,0,0,q1_q17_dr25_sup_koi,207.5829306,0.0005737,-0.0005737,289.88311,0.00204,-0.00204,2455122.883,0.00204,-0.00204,q1_q17_dr25_sup_koi,2,q1_q17_dr25_tce,008/008056/008056665/dv/kplr008056665-20160209194854_dvr.pdf,299.82117,43.81427,11.642,11.74,11.609,11.649,11.677,10.983,10.876,10.851
79,9210823,K00090.01,,FALSE POSITIVE,Done,2018-08-16,FALSE POSITIVE,0,0,1,1,q1_q17_dr25_sup_koi,0.828206212,8.8e-07,-8.8e-07,135.722038,0.000833,-0.000833,2454968.722,0.000833,-0.000833,q1_q17_dr25_sup_koi,1,q1_q17_dr25_tce,009/009210/009210823/dv/kplr009210823-20160209194854_dvr.pdf,288.44153,45.609001,11.743,12.206,11.687,11.544,11.495,10.608,10.303,10.222
80,7941200,K00092.01,Kepler-1709 b,CONFIRMED,Done,2018-08-16,CANDIDATE,0,0,0,0,q1_q17_dr25_sup_koi,65.7045275,0.0001061,-0.0001061,137.44275,0.0014,-0.0014,2454970.443,0.0014,-0.0014,q1_q17_dr25_sup_koi,1,q1_q17_dr25_tce,007/007941/007941200/dv/kplr007941200-20160209194854_dvr.pdf,283.37482,43.788219,11.667,12.041,11.606,11.506,11.497,10.627,10.367,10.3
81,6462863,K00094.01,Kepler-89 d,CONFIRMED,Done,2018-08-16,CANDIDATE,0,0,0,0,q1_q17_dr25_sup_koi,22.342964828,3.404e-06,-3.404e-06,132.741641,0.000128,-0.000128,2454965.742,0.000128,-0.000128,q1_q17_dr25_sup_koi,4,q1_q17_dr25_tce,006/006462/006462863/dv/kplr006462863-20160209194854_dvr.pdf,297.33307,41.891121,12.205,12.551,12.186,12.057,12.039,11.218,10.957,10.926
82,6462863,K00094.02,Kepler-89 c,CONFIRMED,Done,2018-08-16,CANDIDATE,0,0,0,0,q1_q17_dr25_sup_koi,10.423677439,7.173e-06,-7.173e-06,138.009041,0.000584,-0.000584,2454971.009,0.000584,-0.000584,q1_q17_dr25_sup_koi,4,q1_q17_dr25_tce,006/006462/006462863/dv/kplr006462863-20160209194854_dvr.pdf,297.33307,41.891121,12.205,12.551,12.186,12.057,12.039,11.218,10.957,10.926
83,6462863,K00094.03,Kepler-89 e,CONFIRMED,Done,2018-08-16,CANDIDATE,0,0,0,0,q1_q17_dr25_sup_koi,54.31996151,3.391e-05,-3.391e-05,161.239869,0.000503,-0.000503,2454994.24,0.000503,-0.000503,q1_q17_dr25_sup_koi,4,q1_q17_dr25_tce,006/006462/006462863/dv/kplr006462863-20160209194854_dvr.pdf,297.33307,41.891121,12.205,12.551,12.186,12.057,12.039,11.218,10.957,10.926
84,6462863,K00094.04,Kepler-89 b,CONFIRMED,Done,2018-08-16,CANDIDATE,0,0,0,0,q1_q17_dr25_sup_koi,3.743166733,5.614e-06,-5.614e-06,131.61967,0.00142,-0.00142,2454964.62,0.00142,-0.00142,q1_q17_dr25_sup_koi,4,q1_q17_dr25_tce,006/006462/006462863/dv/kplr006462863-20160209194854_dvr.pdf,297.33307,41.891121,12.205,12.551,12.186,12.057,12.039,11.218,10.957,10.926
85,5780885,K00097.01,Kepler-7 b,CONFIRMED,Done,2018-08-16,CANDIDATE,0,1,0,0,q1_q17_dr25_sup_koi,4.885488596,2.66e-07,-2.66e-07,134.2768785,4.53e-05,-4.53e-05,2454967.277,4.53e-05,-4.53e-05,q1_q17_dr25_sup_koi,1,q1_q17_dr25_tce,005/005780/005780885/dv/kplr005780885-20160209194854_dvr.pdf,288.58151,41.089809,12.885,13.26,12.815,12.724,12.683,11.833,11.601,11.535
86,10264660,K00098.01,Kepler-14 b,CONFIRMED,Done,2018-08-16,CANDIDATE,0,0,0,0,q1_q17_dr25_sup_koi,6.790120801,1.905e-06,-1.905e-06,138.088199,0.000231,-0.000231,2454971.088,0.000231,-0.000231,q1_q17_dr25_sup_koi,1,q1_q17_dr25_tce,010/010264/010264660/dv/kplr010264660-20160209194854_dvr.pdf,287.70883,47.33305,12.128,12.363,12.063,12.024,12.031,11.202,11.068,10.988
87,8505215,K00099.01,,CANDIDATE,Done,2018-08-16,CANDIDATE,0,0,0,0,q1_q17_dr25_sup_koi,2190.7010353,,,140.04806,0.00186,-0.00186,2454973.048,0.00186,-0.00186,q1_q17_dr25_sup_koi,2,q1_q17_dr25_tce,008/008505/008505215/dv/kplr008505215-20160209194854_dvr.pdf,295.43433,44.53112,12.96,13.613,12.901,12.68,12.539,11.503,11.083,10.977
88,8505215,K00099.02,,FALSE POSITIVE,Done,2018-08-16,FALSE POSITIVE,1,0,0,0,q1_q17_dr25_sup_koi,79.87804945,,,184.7704412,,,2455017.77,,,q1_q17_dr25_sup_koi,2,q1_q17_dr25_tce,008/008505/008505215/dv/kplr008505215-20160209194854_dvr.pdf,295.43433,44.53112,12.96,13.613,12.901,12.68,12.539,11.503,11.083,10.977
89,4055765,K00100.01,,CANDIDATE,Done,2018-08-16,CANDIDATE,0,0,0,0,q1_q17_dr25_sup_koi,9.9664004,1.22e-05,-1.22e-05,141.15324,0.00101,-0.00101,2454974.153,0.00101,-0.00101,q1_q17_dr25_sup_koi,1,q1_q17_dr25_tce,004/004055/004055765/dv/kplr004055765-20160209194854_dvr.pdf,291.17792,39.19949,12.598,12.907,12.566,12.466,12.409,11.613,11.407,11.366
90,8456679,K00102.01,Kepler-1990 b,CONFIRMED,Done,2018-08-16,CANDIDATE,0,0,0,0,q1_q17_dr25_sup_koi,1.73513619,2.82e-07,-2.82e-07,135.060047,0.000136,-0.000136,2454968.06,0.000136,-0.000136,q1_q17_dr25_sup_koi,2,q1_q17_dr25_tce,008/008456/008456679/dv/kplr008456679-20160209194854_dvr.pdf,299.70474,44.435749,12.566,12.991,12.576,12.384,12.357,11.398,11.124,11.055
91,8456679,K00102.02,Kepler-1990 c,CONFIRMED,Done,2018-08-16,CANDIDATE,0,0,0,0,q1_q17_dr25_sup_koi,4.06844957,1.212e-05,-1.212e-05,132.27614,0.00255,-0.00255,2454965.276,0.00255,-0.00255,q1_q17_dr25_sup_koi,2,q1_q17_dr25_tce,008/008456/008456679/dv/kplr008456679-20160209194854_dvr.pdf,299.70474,44.435749,12.566,12.991,12.576,12.384,12.357,11.398,11.124,11.055
92,2444412,K00103.01,Kepler-1710 b,CONFIRMED,Done,2018-08-16,CANDIDATE,0,0,0,0,q1_q17_dr25_sup_koi,14.91095177,1.275e-05,-1.275e-05,141.336726,0.000711,-0.000711,2454974.337,0.000711,-0.000711,q1_q17_dr25_sup_koi,1,q1_q17_dr25_tce,002/002444/002444412/dv/kplr002444412-20160209194854_dvr.pdf,291.68335,37.751591,12.593,13.045,12.543,12.399,12.32,11.42,11.078,11.047
93,10318874,K00104.01,Kepler-94 b,CONFIRMED,Done,2018-08-16,CANDIDATE,0,0,0,0,q1_q17_dr25_sup_koi,2.508057497,3.78e-07,-3.78e-07,135.000657,0.000124,-0.000124,2454968.001,0.000124,-0.000124,q1_q17_dr25_sup_koi,1,q1_q17_dr25_tce,010/010318/010318874/dv/kplr010318874-20160209194854_dvr.pdf,281.19473,47.497131,12.895,13.814,12.778,12.501,12.322,11.181,10.681,10.594
94,8711794,K00105.01,Kepler-463 b,CONFIRMED,Done,2018-08-16,CANDIDATE,0,0,0,0,q1_q17_dr25_sup_koi,8.981014925,3.085e-06,-3.085e-06,136.649307,0.000279,-0.000279,2454969.649,0.000279,-0.000279,q1_q17_dr25_sup_koi,1,q1_q17_dr25_tce,008/008711/008711794/dv/kplr008711794-20160209194854_dvr.pdf,298.93704,44.85791,12.87,13.386,12.85,12.649,12.539,11.65,11.232,11.209
95,10489525,K00106.01,,FALSE POSITIVE,Done,2018-08-16,FALSE POSITIVE,0,1,1,1,q1_q17_dr25_sup_koi,1.612249049,4.354e-06,-4.354e-06,131.85204,0.00231,-0.00231,2454964.852,0.00231,-0.00231,q1_q17_dr25_sup_koi,1,q1_q17_dr25_tce,010/010489/010489525/dv/kplr010489525-20160209194854_dvr.pdf,298.35434,47.672081,12.775,13.075,12.731,12.646,12.608,11.776,11.607,11.517
96,11250587,K00107.01,Kepler-464 b,CONFIRMED,Done,2018-08-16,CANDIDATE,0,0,0,0,q1_q17_dr25_sup_koi,7.256962446,5.839e-06,-5.839e-06,134.023923,0.000661,-0.000661,2454967.024,0.000661,-0.000661,q1_q17_dr25_sup_koi,1,q1_q17_dr25_tce,011/011250/011250587/dv/kplr011250587-20160209194854_dvr.pdf,294.83517,48.982361,12.702,13.102,12.656,12.53,12.51,11.652,11.363,11.338
97,4914423,K00108.01,Kepler-103 b,CONFIRMED,Done,2018-08-16,CANDIDATE,0,0,0,0,q1_q17_dr25_sup_koi,15.96532718,1.368e-05,-1.368e-05,142.178033,0.000688,-0.000688,2454975.178,0.000688,-0.000688,q1_q17_dr25_sup_koi,2,q1_q17_dr25_tce,004/004914/004914423/dv/kplr004914423-20160209194854_dvr.pdf,288.98456,40.064529,12.287,12.649,12.214,12.132,12.091,11.193,10.941,10.873
98,4914423,K00108.02,Kepler-103 c,CONFIRMED,Done,2018-08-16,CANDIDATE,0,0,0,0,q1_q17_dr25_sup_koi,179.609803,0.0001823,-0.0001823,295.330361,0.000447,-0.000447,2455128.33,0.000447,-0.000447,q1_q17_dr25_sup_koi,2,q1_q17_dr25_tce,004/004914/004914423/dv/kplr004914423-20160209194854_dvr.pdf,288.98456,40.064529,12.287,12.649,12.214,12.132,12.091,11.193,10.941,10.873
99,4752451,K00109.01,,FALSE POSITIVE,Done,2018-08-16,FALSE POSITIVE,0,1,1,0,q1_q17_dr25_sup_koi,6.41496453,1.252e-05,-1.252e-05,132.86482,0.00157,-0.00157,2454965.865,0.00157,-0.00157,q1_q17_dr25_sup_koi,1,q1_q17_dr25_tce,004/004752/004752451/dv/kplr004752451-20160209194854_dvr.pdf,293.45428,39.803928,12.385,12.763,12.344,12.223,12.175,11.335,11.062,10.98
100,9450647,K00110.01,Kepler-465 b,CONFIRMED,Done,2018-08-16,CANDIDATE,0,0,0,0,q1_q17_dr25_sup_koi,9.940666412,6.982e-06,-6.982e-06,135.21559,0.000582,-0.000582,2454968.216,0.000582,-0.000582,q1_q17_dr25_sup_koi,1,q1_q17_dr25_tce,009/009450/009450647/dv/kplr009450647-20160209194854_dvr.pdf,284.55573,46.063831,12.663,12.937,12.615,12.545,12.563,11.735,11.516,11.456
101,6678383,K00111.01,Kepler-104 b,CONFIRMED,Done,2018-08-16,CANDIDATE,0,0,0,0,q1_q17_dr25_sup_koi,11.427550984,8.15e-06,-8.15e-06,137.613711,0.000557,-0.000557,2454970.614,0.000557,-0.000557,q1_q17_dr25_sup_koi,4,q1_q17_dr25_tce,006/006678/006678383/dv/kplr006678383-20160209194854_dvr.pdf,287.60461,42.166779,12.596,12.956,12.557,12.442,12.397,11.558,11.251,11.209
102,6678383,K00111.02,Kepler-104 c,CONFIRMED,Done,2018-08-16,CANDIDATE,0,0,0,0,q1_q17_dr25_sup_koi,23.66834635,3.003e-05,-3.003e-05,132.71421,0.00104,-0.00104,2454965.714,0.00104,-0.00104,q1_q17_dr25_sup_koi,4,q1_q17_dr25_tce,006/006678/006678383/dv/kplr006678383-20160209194854_dvr.pdf,287.60461,42.166779,12.596,12.956,12.557,12.442,12.397,11.558,11.251,11.209
103,6678383,K00111.03,Kepler-104 d,CONFIRMED,Done,2018-08-16,CANDIDATE,0,0,0,0,q1_q17_dr25_sup_koi,51.75530504,8.535e-05,-8.535e-05,271.08808,0.00125,-0.00125,2455104.088,0.00125,-0.00125,q1_q17_dr25_sup_koi,4,q1_q17_dr25_tce,006/006678/006678383/dv/kplr006678383-20160209194854_dvr.pdf,287.60461,42.166779,12.596,12.956,12.557,12.442,12.397,11.558,11.251,11.209
104,6678383,K00111.04,,FALSE POSITIVE,Done,2018-08-16,FALSE POSITIVE,0,0,0,0,q1_q17_dr25_sup_koi,103.62650922,,,426.3726042,,,2455259.373,,,q1_q17_dr25_sup_koi,4,q1_q17_dr25_tce,006/006678/006678383/dv/kplr006678383-20160209194854_dvr.pdf,287.60461,42.166779,12.596,12.956,12.557,12.442,12.397,11.558,11.251,11.209
105,10984090,K00112.01,Kepler-466 b,CONFIRMED,Done,2018-08-16,CANDIDATE,0,0,0,0,q1_q17_dr25_sup_koi,51.07926451,6.456e-05,-6.456e-05,185.18087,0.000981,-0.000981,2455018.181,0.000981,-0.000981,q1_q17_dr25_sup_koi,2,q1_q17_dr25_tce,010/010984/010984090/dv/kplr010984090-20160209194854_dvr.pdf,295.64871,48.49556,12.772,13.169,12.74,12.602,12.564,11.698,11.402,11.367
106,10984090,K00112.02,Kepler-466 c,CONFIRMED,Done,2018-08-16,CANDIDATE,0,0,0,0,q1_q17_dr25_sup_koi,3.709214104,6.536e-06,-6.536e-06,133.98318,0.00143,-0.00143,2454966.983,0.00143,-0.00143,q1_q17_dr25_sup_koi,2,q1_q17_dr25_tce,010/010984/010984090/dv/kplr010984090-20160209194854_dvr.pdf,295.64871,48.49556,12.772,13.169,12.74,12.602,12.564,11.698,11.402,11.367
107,2306756,K00113.01,,FALSE POSITIVE,Done,2018-08-16,FALSE POSITIVE,0,1,0,0,q1_q17_dr25_sup_koi,386.6030528,0.0001369,-0.0001369,166.342079,0.000299,-0.000299,2454999.342,0.000299,-0.000299,q1_q17_dr25_sup_koi,1,q1_q17_dr25_tce,,292.27374,37.671558,12.394,12.933,12.322,12.163,12.094,11.151,10.808,10.72
108,6721123,K00114.01,,FALSE POSITIVE,Done,2018-08-16,FALSE POSITIVE,0,1,1,0,q1_q17_dr25_sup_koi,7.36178958,2.128e-05,-2.128e-05,132.25053,0.00253,-0.00253,2454965.251,0.00253,-0.00253,q1_q17_dr25_sup_koi,1,q1_q17_dr25_tce,006/006721/006721123/dv/kplr006721123-20160209194854_dvr.pdf,298.86435,42.151569,12.66,12.999,12.609,12.515,12.48,11.659,11.415,11.396
109,9579641,K00115.01,Kepler-105 b,CONFIRMED,Done,2018-08-16,CANDIDATE,0,0,0,0,q1_q17_dr25_sup_koi,5.412203927,3.052e-06,-3.052e-06,133.143089,0.000468,-0.000468,2454966.143,0.000468,-0.000468,q1_q17_dr25_sup_koi,3,q1_q17_dr25_tce,009/009579/009579641/dv/kplr009579641-20160209194854_dvr.pdf,287.88733,46.276241,12.791,13.111,12.732,12.654,12.648,11.811,11.555,11.503
110,9579641,K00115.02,Kepler-105 c,CONFIRMED,Done,2018-08-16,CANDIDATE,0,0,0,0,q1_q17_dr25_sup_koi,7.12594387,1.406e-05,-1.406e-05,139.00492,0.00159,-0.00159,2454972.005,0.00159,-0.00159,q1_q17_dr25_sup_koi,3,q1_q17_dr25_tce,009/009579/009579641/dv/kplr009579641-20160209194854_dvr.pdf,287.88733,46.276241,12.791,13.111,12.732,12.654,12.648,11.811,11.555,11.503
111,9579641,K00115.03,,CANDIDATE,Done,2018-08-16,CANDIDATE,0,0,0,0,q1_q17_dr25_sup_koi,3.43591631,4.729e-05,-4.729e-05,132.6624,0.011,-0.011,2454965.662,0.011,-0.011,q1_q17_dr25_sup_koi,3,q1_q17_dr25_tce,009/009579/009579641/dv/kplr009579641-20160209194854_dvr.pdf,287.88733,46.276241,12.791,13.111,12.732,12.654,12.648,11.811,11.555,11.503
112,8395660,K00116.01,Kepler-106 c,CONFIRMED,Done,2018-08-16,CANDIDATE,0,0,0,0,q1_q17_dr25_sup_koi,13.57078281,1.585e-05,-1.585e-05,136.279194,0.000957,-0.000957,2454969.279,0.000957,-0.000957,q1_q17_dr25_sup_koi,4,q1_q17_dr25_tce,008/008395/008395660/dv/kplr008395660-20160209194854_dvr.pdf,300.86398,44.337551,12.882,13.293,12.85,12.706,12.646,11.752,11.494,11.431
113,8395660,K00116.02,Kepler-106 e,CONFIRMED,Done,2018-08-16,CANDIDATE,0,0,0,0,q1_q17_dr25_sup_koi,43.84439721,9.613e-05,-9.613e-05,151.93538,0.00192,-0.00192,2454984.935,0.00192,-0.00192,q1_q17_dr25_sup_koi,4,q1_q17_dr25_tce,008/008395/008395660/dv/kplr008395660-20160209194854_dvr.pdf,300.86398,44.337551,12.882,13.293,12.85,12.706,12.646,11.752,11.494,11.431
114,8395660,K00116.03,Kepler-106 b,CONFIRMED,Done,2018-08-16,CANDIDATE,0,0,0,0,q1_q17_dr25_sup_koi,6.164876,4.635e-05,-4.635e-05,135.63916,0.00661,-0.00661,2454968.639,0.00661,-0.00661,q1_q17_dr25_sup_koi,4,q1_q17_dr25_tce,008/008395/008395660/dv/kplr008395660-20160209194854_dvr.pdf,300.86398,44.337551,12.882,13.293,12.85,12.706,12.646,11.752,11.494,11.431
115,8395660,K00116.04,Kepler-106 d,CONFIRMED,Done,2018-08-16,CANDIDATE,0,0,0,0,q1_q17_dr25_sup_koi,23.9800854,0.0002003,-0.0002003,147.537,0.00647,-0.00647,2454980.537,0.00647,-0.00647,q1_q17_dr25_sup_koi,4,q1_q17_dr25_tce,008/008395/008395660/dv/kplr008395660-20160209194854_dvr.pdf,300.86398,44.337551,12.882,13.293,12.85,12.706,12.646,11.752,11.494,11.431
116,10875245,K00117.01,Kepler-107 e,CONFIRMED,Done,2018-08-16,CANDIDATE,0,0,0,0,q1_q17_dr25_sup_koi,14.74914825,2.174e-05,-2.174e-05,138.77799,0.00118,-0.00118,2454971.778,0.00118,-0.00118,q1_q17_dr25_sup_koi,4,q1_q17_dr25_tce,010/010875/010875245/dv/kplr010875245-20160209194854_dvr.pdf,297.02826,48.208611,12.487,12.904,12.427,12.309,12.274,11.392,11.114,11.06
117,10875245,K00117.02,Kepler-107 c,CONFIRMED,Done,2018-08-16,CANDIDATE,0,0,0,0,q1_q17_dr25_sup_koi,4.90144976,1.07e-05,-1.07e-05,138.60548,0.00175,-0.00175,2454971.605,0.00175,-0.00175,q1_q17_dr25_sup_koi,4,q1_q17_dr25_tce,010/010875/010875245/dv/kplr010875245-20160209194854_dvr.pdf,297.02826,48.208611,12.487,12.904,12.427,12.309,12.274,11.392,11.114,11.06
118,10875245,K00117.03,Kepler-107 b,CONFIRMED,Done,2018-08-16,CANDIDATE,0,0,0,0,q1_q17_dr25_sup_koi,3.180027898,7.278e-06,-7.278e-06,133.49863,0.00181,-0.00181,2454966.499,0.00181,-0.00181,q1_q17_dr25_sup_koi,4,q1_q17_dr25_tce,010/010875/010875245/dv/kplr010875245-20160209194854_dvr.pdf,297.02826,48.208611,12.487,12.904,12.427,12.309,12.274,11.392,11.114,11.06
119,10875245,K00117.04,Kepler-107 d,CONFIRMED,Done,2018-08-16,CANDIDATE,0,0,0,0,q1_q17_dr25_sup_koi,7.95825328,7.673e-05,-7.673e-05,137.80219,0.00767,-0.00767,2454970.802,0.00767,-0.00767,q1_q17_dr25_sup_koi,4,q1_q17_dr25_tce,010/010875/010875245/dv/kplr010875245-20160209194854_dvr.pdf,297.02826,48.208611,12.487,12.904,12.427,12.309,12.274,11.392,11.114,11.06
120,3531558,K00118.01,Kepler-467 b,CONFIRMED,Done,2018-08-16,CANDIDATE,0,0,0,0,q1_q17_dr25_sup_koi,24.99324319,6.127e-05,-6.127e-05,138.68167,0.00197,-0.00197,2454971.682,0.00197,-0.00197,q1_q17_dr25_sup_koi,1,q1_q17_dr25_tce,003/003531/003531558/dv/kplr003531558-20160209194854_dvr.pdf,287.36279,38.649601,12.377,12.801,12.337,12.195,12.134,11.274,10.961,10.897
