rowid,kepid,kepoi_name,kepler_name,koi_disposition,koi_vet_stat,koi_vet_date,koi_pdisposition,koi_fpflag_nt,koi_fpflag_ss,koi_fpflag_co,koi_fpflag_ec,koi_disp_prov,koi_period,koi_period_err1,koi_period_err2,koi_time0bk,koi_time0bk_err1,koi_time0bk_err2,koi_time0,koi_time0_err1,koi_time0_err2,koi_parm_prov,koi_count,koi_tce_delivname,koi_datalink_dvr,ra,dec,koi_kepmag,koi_gmag,koi_rmag,koi_imag,koi_zmag,koi_jmag,koi_hmag,koi_kmag
8893,10471167,K07612.01,,FALSE POSITIVE,Done,2018-08-16,FALSE POSITIVE,0,0,1,1,q1_q17_dr25_sup_koi,0.93374073,1.273e-05,-1.273e-05,131.5337,0.0131,-0.0131,2454964.534,0.0131,-0.0131,q1_q17_dr25_sup_koi,1,q1_q17_dr25_tce,010/010471/010471167/dv/kplr010471167-20160209194854_dvr.pdf,292.19189,47.690102,13.007,13.535,12.951,12.781,,14.509,13.768,13.329
8894,10471174,K07613.01,,FALSE POSITIVE,Done,2018-08-16,FALSE POSITIVE,0,0,0,1,q1_q17_dr25_sup_koi,0.93369659,1.682e-05,-1.682e-05,131.5867,0.0163,-0.0163,2454964.587,0.0163,-0.0163,q1_q17_dr25_sup_koi,1,q1_q17_dr25_tce,010/010471/010471174/dv/kplr010471174-20160209194854_dvr.pdf,292.19583,47.661518,15.983,16.564,15.906,15.734,15.565,14.628,14.206,14.081
8895,10471345,K07614.01,,FALSE POSITIVE,Done,2018-08-16,FALSE POSITIVE,1,0,1,1,q1_q17_dr25_sup_koi,0.9337473,1.517e-05,-1.517e-05,132.4461,0.016,-0.016,2454965.446,0.016,-0.016,q1_q17_dr25_sup_koi,1,q1_q17_dr25_tce,010/010471/010471345/dv/kplr010471345-20160209194854_dvr.pdf,292.26321,47.643478,15.759,16.307,15.717,15.524,15.397,14.446,14.083,14.042
8896,11296798,K07615.01,,FALSE POSITIVE,Done,2018-08-16,FALSE POSITIVE,1,0,0,0,q1_q17_dr25_sup_koi,677.35794,0.0164,-0.0164,234.634,0.0248,-0.0248,2455067.634,0.0248,-0.0248,q1_q17_dr25_sup_koi,1,q1_q17_dr25_tce,,291.76938,49.075165,10.808,11.261,10.831,,,9.841,9.661,9.601
8897,11463950,K07616.01,,FALSE POSITIVE,Done,2018-08-16,FALSE POSITIVE,1,0,0,0,q1_q17_dr25_sup_koi,4.0551242,0.0003642,-0.0003642,134.6871,0.0781,-0.0781,2454967.687,0.0781,-0.0781,q1_q17_dr25_sup_koi,1,q1_q17_dr25_tce,011/011463/011463950/dv/kplr011463950-20160209194854_dvr.pdf,295.95383,49.374859,13.397,13.59,13.332,13.316,13.303,12.537,12.377,12.393
8898,11559304,K07617.01,,CANDIDATE,Done,2018-08-16,CANDIDATE,0,0,0,0,q1_q17_dr25_sup_koi,12.9284553,0.0001378,-0.0001378,137.18564,0.0095,-0.0095,2454970.186,0.0095,-0.0095,q1_q17_dr25_sup_koi,1,q1_q17_dr25_tce,,291.97635,49.575771,15.72,17.302,15.889,15.043,14.58,13.355,12.716,12.517
8899,11621897,K07618.01,,FALSE POSITIVE,Done,2018-08-16,FALSE POSITIVE,1,0,0,0,q1_q17_dr25_sup_koi,21.6817115,0.0005209,-0.0005209,137.009,0.0215,-0.0215,2454970.009,0.0215,-0.0215,q1_q17_dr25_sup_koi,1,q1_q17_dr25_tce,011/011621/011621897/dv/kplr011621897-20160209194854_dvr.pdf,296.82455,49.68491,14.491,14.881,14.449,14.324,14.286,13.428,13.185,13.141
8900,12253534,K07619.01,,FALSE POSITIVE,Done,2018-08-16,FALSE POSITIVE,1,0,0,0,q1_q17_dr25_sup_koi,466.08101,0.03212,-0.03212,166.4321,0.099,-0.099,2454999.432,0.099,-0.099,q1_q17_dr25_sup_koi,1,q1_q17_dr25_tce,,288.66644,50.982529,12.159,12.561,12.093,11.986,11.962,11.073,10.776,10.737
8901,12304202,K07620.01,,FALSE POSITIVE,Done,2018-08-16,FALSE POSITIVE,1,0,0,0,q1_q17_dr25_sup_koi,0.66573903,,,131.6585795,,,2454964.659,,,q1_q17_dr25_sup_koi,1,q1_q17_dr25_tce,,289.52319,51.069191,13.362,14.033,13.324,13.074,12.93,11.897,11.379,11.334
8902,1025986,K07621.01,,CANDIDATE,Done,2018-08-16,CANDIDATE,0,0,0,0,q1_q17_dr25_sup_koi,275.07365,0.03928,-0.03928,315.2486,0.0939,-0.0939,2455148.249,0.0939,-0.0939,q1_q17_dr25_sup_koi,1,q1_q17_dr25_tce,001/001025/001025986/dv/kplr001025986-20160209194854_dvr.pdf,291.03369,36.771042,10.15,10.574,10.097,9.968,9.95,8.981,8.718,8.626
8903,1293046,K07622.01,,FALSE POSITIVE,Done,2018-08-16,FALSE POSITIVE,0,0,1,0,q1_q17_dr25_sup_koi,36.2671673,0.0003039,-0.0003039,155.0813,0.00706,-0.00706,2454988.081,0.00706,-0.00706,q1_q17_dr25_sup_koi,1,q1_q17_dr25_tce,001/001293/001293046/dv/kplr001293046-20160209194854_dvr.pdf,291.02655,36.91637,15.544,16.744,15.505,15.029,14.7,13.492,12.883,12.738
8904,1434395,K07623.01,,FALSE POSITIVE,Done,2018-08-16,FALSE POSITIVE,0,0,1,0,q1_q17_dr25_sup_koi,2.2227289,2.444e-05,-2.444e-05,131.895,0.00643,-0.00643,2454964.895,0.00643,-0.00643,q1_q17_dr25_sup_koi,1,q1_q17_dr25_tce,001/001434/001434395/dv/kplr001434395-20160209194854_dvr.pdf,291.85648,37.065651,12.552,13.422,12.515,12.18,11.977,10.834,10.295,10.16
8905,1723078,K07624.01,,CANDIDATE,Done,2018-08-16,CANDIDATE,0,0,0,0,q1_q17_dr25_sup_koi,330.025002,0.007352,-0.007352,364.8075,0.0118,-0.0118,2455197.808,0.0118,-0.0118,q1_q17_dr25_sup_koi,1,q1_q17_dr25_tce,001/001723/001723078/dv/kplr001723078-20160209194854_dvr.pdf,291.86801,37.269878,12.668,13.118,12.624,12.475,12.449,11.547,11.318,11.226
8906,1868404,K07625.01,,FALSE POSITIVE,Done,2018-08-16,FALSE POSITIVE,1,0,0,0,q1_q17_dr25_sup_koi,6.12601169,8.921e-05,-8.921e-05,134.83637,0.00945,-0.00945,2454967.836,0.00945,-0.00945,q1_q17_dr25_sup_koi,1,q1_q17_dr25_tce,001/001868/001868404/dv/kplr001868404-20160209194854_dvr.pdf,291.48425,37.397282,12.975,13.519,12.947,12.742,12.626,11.718,11.478,11.375
8907,1995712,K07626.01,,FALSE POSITIVE,Done,2018-08-16,FALSE POSITIVE,1,0,0,0,q1_q17_dr25_sup_koi,462.12069,0.02005,-0.02005,307.6255,0.0265,-0.0265,2455140.626,0.0265,-0.0265,q1_q17_dr25_sup_koi,1,q1_q17_dr25_tce,001/001995/001995712/dv/kplr001995712-20160209194854_dvr.pdf,286.21048,37.465591,14.936,15.389,14.903,14.742,14.653,13.774,13.413,13.334
8908,2140389,K07627.01,,FALSE POSITIVE,Done,2018-08-16,FALSE POSITIVE,0,0,1,0,q1_q17_dr25_sup_koi,0.967427812,6.03e-07,-6.03e-07,132.258305,0.000557,-0.000557,2454965.258,0.000557,-0.000557,q1_q17_dr25_sup_koi,1,q1_q17_dr25_tce,002/002140/002140389/dv/kplr002140389-20160209194854_dvr.pdf,285.91641,37.59428,15.826,16.566,15.755,15.51,15.339,14.34,13.733,13.611
8909,2299738,K07628.01,,CANDIDATE,Done,2018-08-16,CANDIDATE,0,0,0,0,q1_q17_dr25_sup_koi,1.8134378,2.643e-05,-2.643e-05,132.6703,0.011,-0.011,2454965.67,0.011,-0.011,q1_q17_dr25_sup_koi,1,q1_q17_dr25_tce,002/002299/002299738/dv/kplr002299738-20160209194854_dvr.pdf,290.71725,37.64901,13.961,14.635,13.901,13.672,13.538,12.514,12.056,11.966
8910,2302758,K07629.01,,FALSE POSITIVE,Done,2018-08-16,FALSE POSITIVE,0,1,1,0,q1_q17_dr25_sup_koi,0.542122617,2.229e-06,-2.229e-06,131.98408,0.00356,-0.00356,2454964.984,0.00356,-0.00356,q1_q17_dr25_sup_koi,1,q1_q17_dr25_tce,002/002302/002302758/dv/kplr002302758-20160209194854_dvr.pdf,291.40289,37.676689,14.661,15.147,14.592,14.452,14.389,13.475,13.162,13.103
8911,2302997,K07630.01,,CANDIDATE,Done,2018-08-16,CANDIDATE,0,0,0,0,q1_q17_dr25_sup_koi,16.2982201,0.0002292,-0.0002292,134.7404,0.0126,-0.0126,2454967.74,0.0126,-0.0126,q1_q17_dr25_sup_koi,1,q1_q17_dr25_tce,002/002302/002302997/dv/kplr002302997-20160209194854_dvr.pdf,291.4549,37.67712,14.709,16.072,14.708,14.124,13.812,12.621,11.933,11.786
8912,2308411,K07631.01,,FALSE POSITIVE,Done,2018-08-16,FALSE POSITIVE,0,0,1,0,q1_q17_dr25_sup_koi,0.983304511,9.662e-06,-9.662e-06,132.48478,0.0088,-0.0088,2454965.485,0.0088,-0.0088,q1_q17_dr25_sup_koi,1,q1_q17_dr25_tce,002/002308/002308411/dv/kplr002308411-20160209194854_dvr.pdf,292.63766,37.64188,14.981,15.392,14.924,14.805,14.761,13.937,13.707,13.684
8913,2446134,K07632.01,,FALSE POSITIVE,Done,2018-08-16,FALSE POSITIVE,1,0,0,0,q1_q17_dr25_sup_koi,39.1307086,0.0007493,-0.0007493,165.7408,0.0118,-0.0118,2454998.741,0.0118,-0.0118,q1_q17_dr25_sup_koi,1,q1_q17_dr25_tce,002/002446/002446134/dv/kplr002446134-20160209194854_dvr.pdf,292.06082,37.770191,14.372,14.773,14.31,14.2,14.101,13.233,12.957,12.879
8914,2449053,K07633.01,,FALSE POSITIVE,Done,2018-08-16,FALSE POSITIVE,0,1,1,1,q1_q17_dr25_sup_koi,0.73975345,1.491e-06,-1.491e-06,131.81739,0.00162,-0.00162,2454964.817,0.00162,-0.00162,q1_q17_dr25_sup_koi,1,q1_q17_dr25_tce,002/002449/002449053/dv/kplr002449053-20160209194854_dvr.pdf,292.68985,37.774361,15.141,15.862,15.067,14.832,14.689,13.705,13.218,13.168
8915,2569995,K07634.01,,CANDIDATE,Done,2018-08-16,CANDIDATE,0,0,0,0,q1_q17_dr25_sup_koi,80.84069,0.004623,-0.004623,177.3473,0.0693,-0.0693,2455010.347,0.0693,-0.0693,q1_q17_dr25_sup_koi,1,q1_q17_dr25_tce,002/002569/002569995/dv/kplr002569995-20160209194854_dvr.pdf,290.22925,37.840961,17.187,17.97,17.121,16.851,16.686,15.705,15.197,15.065
8916,2577353,K07635.01,,CANDIDATE,Done,2018-08-16,CANDIDATE,0,0,0,0,q1_q17_dr25_sup_koi,60.458443,0.0018,-0.0018,136.3553,0.0252,-0.0252,2454969.355,0.0252,-0.0252,q1_q17_dr25_sup_koi,1,q1_q17_dr25_tce,002/002577/002577353/dv/kplr002577353-20160209194854_dvr.pdf,291.78079,37.811508,14.544,15.086,14.495,14.312,14.215,13.319,13.036,12.924
8917,2696205,K07636.01,,CANDIDATE,Done,2018-08-16,CANDIDATE,0,0,0,0,q1_q17_dr25_sup_koi,0.702739679,4.615e-06,-4.615e-06,131.533,0.00526,-0.00526,2454964.533,0.00526,-0.00526,q1_q17_dr25_sup_koi,1,q1_q17_dr25_tce,002/002696/002696205/dv/kplr002696205-20160209194854_dvr.pdf,286.89841,37.93745,14.99,15.664,14.927,14.702,14.577,13.539,13.169,13.007
8918,2711131,K07637.01,,FALSE POSITIVE,Done,2018-08-16,FALSE POSITIVE,0,0,1,1,q1_q17_dr25_sup_koi,2.85889907,2.619e-05,-2.619e-05,134.16649,0.00828,-0.00828,2454967.166,0.00828,-0.00828,q1_q17_dr25_sup_koi,1,q1_q17_dr25_tce,002/002711/002711131/dv/kplr002711131-20160209194854_dvr.pdf,291.01727,37.975368,13.514,14.229,13.443,13.208,13.096,12.066,11.623,11.514
8919,2834805,K07638.01,,CANDIDATE,Done,2018-08-16,CANDIDATE,0,0,0,0,q1_q17_dr25_sup_koi,25.0032023,0.0002648,-0.0002648,140.90106,0.00992,-0.00992,2454973.901,0.00992,-0.00992,q1_q17_dr25_sup_koi,1,q1_q17_dr25_tce,002/002834/002834805/dv/kplr002834805-20160209194854_dvr.pdf,286.70145,38.042191,12.55,12.932,12.482,12.386,12.352,11.455,11.207,11.13
8920,2854839,K07639.01,,FALSE POSITIVE,Done,2018-08-16,FALSE POSITIVE,1,0,0,0,q1_q17_dr25_sup_koi,1.05569286,2.146e-05,-2.146e-05,131.5576,0.0159,-0.0159,2454964.558,0.0159,-0.0159,q1_q17_dr25_sup_koi,1,q1_q17_dr25_tce,002/002854/002854839/dv/kplr002854839-20160209194854_dvr.pdf,291.95761,38.070049,13.203,14.068,13.167,12.831,,11.539,11.015,10.886
8921,2859299,K07640.01,,FALSE POSITIVE,Done,2018-08-16,FALSE POSITIVE,1,0,1,0,q1_q17_dr25_sup_koi,0.643703667,6.31e-07,-6.31e-07,131.984908,0.00081,-0.00081,2454964.985,0.00081,-0.00081,q1_q17_dr25_sup_koi,1,q1_q17_dr25_tce,002/002859/002859299/dv/kplr002859299-20160209194854_dvr.pdf,292.88342,38.074951,13.791,14.208,13.725,13.612,13.53,12.649,12.348,12.328
8922,2984990,K07641.01,,CANDIDATE,Done,2018-08-16,CANDIDATE,0,0,0,0,q1_q17_dr25_sup_koi,3.79437277,5.825e-05,-5.825e-05,132.1265,0.0122,-0.0122,2454965.126,0.0122,-0.0122,q1_q17_dr25_sup_koi,1,q1_q17_dr25_tce,002/002984/002984990/dv/kplr002984990-20160209194854_dvr.pdf,290.32401,38.111111,14.816,15.46,14.762,14.54,14.38,13.391,12.957,12.845
8923,3003019,K07642.01,,FALSE POSITIVE,Done,2018-08-16,FALSE POSITIVE,0,1,1,0,q1_q17_dr25_sup_koi,0.502622858,1.433e-06,-1.433e-06,131.61123,0.00242,-0.00242,2454964.611,0.00242,-0.00242,q1_q17_dr25_sup_koi,1,q1_q17_dr25_tce,003/003003/003003019/dv/kplr003003019-20160209194854_dvr.pdf,294.29196,38.138771,14.564,15.063,14.497,14.35,14.262,13.331,13.042,12.964
8924,3102309,K07643.01,,FALSE POSITIVE,Done,2018-08-16,FALSE POSITIVE,1,0,0,0,q1_q17_dr25_sup_koi,4.20253859,8.621e-05,-8.621e-05,132.3097,0.0197,-0.0197,2454965.31,0.0197,-0.0197,q1_q17_dr25_sup_koi,1,q1_q17_dr25_tce,003/003102/003102309/dv/kplr003102309-20160209194854_dvr.pdf,287.45532,38.23959,13.598,14.235,13.552,13.324,,12.45,12.072,11.969
8925,3110177,K07644.01,,CANDIDATE,Done,2018-08-16,CANDIDATE,0,0,0,0,q1_q17_dr25_sup_koi,3.39904814,4.614e-05,-4.614e-05,134.6684,0.0123,-0.0123,2454967.668,0.0123,-0.0123,q1_q17_dr25_sup_koi,1,q1_q17_dr25_tce,003/003110/003110177/dv/kplr003110177-20160209194854_dvr.pdf,289.84286,38.237049,14.803,15.337,14.758,14.574,14.497,13.509,13.149,13.085
8926,3129238,K07645.01,,CANDIDATE,Done,2018-08-16,CANDIDATE,0,0,0,0,q1_q17_dr25_sup_koi,2.00870696,3.039e-05,-3.039e-05,131.51,0.0105,-0.0105,2454964.51,0.0105,-0.0105,q1_q17_dr25_sup_koi,1,q1_q17_dr25_tce,003/003129/003129238/dv/kplr003129238-20160209194854_dvr.pdf,294.3035,38.203011,12.334,12.908,12.287,12.088,11.985,11.059,10.654,10.579
8927,3218844,K07646.01,,FALSE POSITIVE,Done,2018-08-16,FALSE POSITIVE,1,0,0,0,q1_q17_dr25_sup_koi,85.112898,0.001054,-0.001054,171.8254,0.00987,-0.00987,2455004.825,0.00987,-0.00987,q1_q17_dr25_sup_koi,1,q1_q17_dr25_tce,003/003218/003218844/dv/kplr003218844-20160209194854_dvr.pdf,286.46753,38.385971,15.681,16.184,15.635,15.465,15.397,14.458,14.155,13.989
8928,3230095,K07647.01,,FALSE POSITIVE,Done,2018-08-16,FALSE POSITIVE,0,0,1,1,q1_q17_dr25_sup_koi,7.04716175,7.663e-05,-7.663e-05,132.7504,0.0102,-0.0102,2454965.75,0.0102,-0.0102,q1_q17_dr25_sup_koi,1,q1_q17_dr25_tce,003/003230/003230095/dv/kplr003230095-20160209194854_dvr.pdf,290.0831,38.398472,15.13,15.7,15.07,14.886,14.774,13.869,13.433,13.321
8929,3232249,K07648.01,,CANDIDATE,Done,2018-08-16,CANDIDATE,0,0,0,0,q1_q17_dr25_sup_koi,1.183505016,7.329e-06,-7.329e-06,131.75303,0.00505,-0.00505,2454964.753,0.00505,-0.00505,q1_q17_dr25_sup_koi,1,q1_q17_dr25_tce,003/003232/003232249/dv/kplr003232249-20160209194854_dvr.pdf,290.6864,38.355598,15.424,16.312,15.35,15.044,14.975,13.926,13.432,13.413
8930,3235282,K07649.01,,FALSE POSITIVE,Done,2018-08-16,FALSE POSITIVE,1,0,0,0,q1_q17_dr25_sup_koi,494.165759,0.008792,-0.008792,472.0427,0.013,-0.013,2455305.043,0.013,-0.013,q1_q17_dr25_sup_koi,1,q1_q17_dr25_tce,003/003235/003235282/dv/kplr003235282-20160209194854_dvr.pdf,291.51395,38.365471,15.404,15.789,15.336,15.239,15.19,14.354,14.056,13.981
8931,3241647,K07650.01,,FALSE POSITIVE,Done,2018-08-16,FALSE POSITIVE,0,0,1,1,q1_q17_dr25_sup_koi,0.851678507,8.383e-06,-8.383e-06,131.62317,0.00781,-0.00781,2454964.623,0.00781,-0.00781,q1_q17_dr25_sup_koi,1,q1_q17_dr25_tce,003/003241/003241647/dv/kplr003241647-20160209194854_dvr.pdf,293.10153,38.340618,15.25,15.949,15.159,14.951,14.795,13.799,13.434,13.274
8932,3248696,K07651.01,,FALSE POSITIVE,Done,2018-08-16,FALSE POSITIVE,1,0,0,0,q1_q17_dr25_sup_koi,383.43595,0.01393,-0.01393,483.2484,0.02,-0.02,2455316.248,0.02,-0.02,q1_q17_dr25_sup_koi,1,q1_q17_dr25_tce,003/003248/003248696/dv/kplr003248696-20160209194854_dvr.pdf,294.74246,38.301811,15.27,15.849,15.236,15.021,14.907,13.885,13.379,13.334
8933,3345973,K07652.01,,FALSE POSITIVE,Done,2018-08-16,FALSE POSITIVE,0,0,1,0,q1_q17_dr25_sup_koi,15.3466028,0.0002428,-0.0002428,143.8142,0.0136,-0.0136,2454976.814,0.0136,-0.0136,q1_q17_dr25_sup_koi,1,q1_q17_dr25_tce,003/003345/003345973/dv/kplr003345973-20160209194854_dvr.pdf,292.38293,38.40057,14.335,15.051,14.274,14.028,13.903,12.842,12.401,12.298
8934,3347807,K07653.01,,FALSE POSITIVE,Done,2018-08-16,FALSE POSITIVE,1,0,1,0,q1_q17_dr25_sup_koi,324.18028,0.02661,-0.02661,445.8295,0.0411,-0.0411,2455278.829,0.0411,-0.0411,q1_q17_dr25_sup_koi,1,q1_q17_dr25_tce,003/003347/003347807/dv/kplr003347807-20160209194854_dvr.pdf,292.85916,38.431931,12.092,12.521,12.015,11.908,11.852,10.982,10.63,10.597
8935,3353454,K07654.01,,FALSE POSITIVE,Done,2018-08-16,FALSE POSITIVE,1,0,1,0,q1_q17_dr25_sup_koi,1.6911935,0.0005871,-0.0005871,132.93323,0.0067,-0.0067,2454965.933,0.0067,-0.0067,q1_q17_dr25_sup_koi,1,q1_q17_dr25_tce,003/003353/003353454/dv/kplr003353454-20160209194854_dvr.pdf,294.25079,38.404236,12.95,,12.95,16.43,,15.402,15.111,13.544
8936,3439126,K07655.01,,FALSE POSITIVE,Done,2018-08-16,FALSE POSITIVE,0,0,0,1,q1_q17_dr25_sup_koi,2.9761504,0.0001345,-0.0001345,132.9276,0.041,-0.041,2454965.928,0.041,-0.041,q1_q17_dr25_sup_koi,1,q1_q17_dr25_tce,003/003439/003439126/dv/kplr003439126-20160209194854_dvr.pdf,290.15723,38.52438,15.104,16.37,15.12,14.561,14.242,13.021,12.322,12.182
8937,3448456,K07656.01,,FALSE POSITIVE,Done,2018-08-16,FALSE POSITIVE,1,0,1,0,q1_q17_dr25_sup_koi,0.776950288,2.028e-06,-2.028e-06,132.0396,0.00246,-0.00246,2454965.04,0.00246,-0.00246,q1_q17_dr25_sup_koi,1,q1_q17_dr25_tce,003/003448/003448456/dv/kplr003448456-20160209194854_dvr.pdf,292.67294,38.58997,15.832,16.363,15.768,15.605,15.459,14.54,14.15,14.15
8938,3531231,K07657.01,,FALSE POSITIVE,Done,2018-08-16,FALSE POSITIVE,0,1,1,0,q1_q17_dr25_sup_koi,62.060783,0.002215,-0.002215,134.4944,0.035,-0.035,2454967.494,0.035,-0.035,q1_q17_dr25_sup_koi,1,q1_q17_dr25_tce,003/003531/003531231/dv/kplr003531231-20160209194854_dvr.pdf,287.24524,38.68808,15.745,16.354,15.698,15.484,15.363,14.34,13.988,13.9
8939,3542542,K07658.01,,FALSE POSITIVE,Done,2018-08-16,FALSE POSITIVE,0,0,1,1,q1_q17_dr25_sup_koi,3.47148164,8.236e-05,-8.236e-05,133.7138,0.0191,-0.0191,2454966.714,0.0191,-0.0191,q1_q17_dr25_sup_koi,1,q1_q17_dr25_tce,003/003542/003542542/dv/kplr003542542-20160209194854_dvr.pdf,290.84921,38.63184,15.795,16.454,15.739,15.513,15.358,14.316,13.919,13.781
8940,3644631,K07659.01,,FALSE POSITIVE,Done,2018-08-16,FALSE POSITIVE,1,0,1,0,q1_q17_dr25_sup_koi,358.96247,0.03624,-0.03624,295.9933,0.0583,-0.0583,2455128.993,0.0583,-0.0583,q1_q17_dr25_sup_koi,1,q1_q17_dr25_tce,003/003644/003644631/dv/kplr003644631-20160209194854_dvr.pdf,291.19559,38.788078,15.389,15.95,15.309,15.148,15.011,14.094,13.82,13.654
8941,3644738,K07660.01,,FALSE POSITIVE,Done,2018-08-16,FALSE POSITIVE,1,0,1,0,q1_q17_dr25_sup_koi,358.96844,0.02922,-0.02922,295.8289,0.0473,-0.0473,2455128.829,0.0473,-0.0473,q1_q17_dr25_sup_koi,1,q1_q17_dr25_tce,003/003644/003644738/dv/kplr003644738-20160209194854_dvr.pdf,291.2276,38.771351,15.36,15.801,15.309,15.171,15.095,14.224,13.91,13.853
8942,3645282,K07661.01,,FALSE POSITIVE,Done,2018-08-16,FALSE POSITIVE,0,0,1,0,q1_q17_dr25_sup_koi,0.673684895,5.705e-06,-5.705e-06,131.61938,0.00679,-0.00679,2454964.619,0.00679,-0.00679,q1_q17_dr25_sup_koi,1,q1_q17_dr25_tce,003/003645/003645282/dv/kplr003645282-20160209194854_dvr.pdf,291.3591,38.71891,14.42,14.983,14.348,14.178,14.08,13.107,12.746,12.718
8943,3660581,K07662.01,,CANDIDATE,Done,2018-08-16,CANDIDATE,0,0,0,0,q1_q17_dr25_sup_koi,4.72519164,6.887e-05,-6.887e-05,131.9997,0.0102,-0.0102,2454965.0,0.0102,-0.0102,q1_q17_dr25_sup_koi,1,q1_q17_dr25_tce,003/003660/003660581/dv/kplr003660581-20160209194854_dvr.pdf,295.1442,38.799831,12.358,12.578,12.285,12.223,12.212,11.465,11.233,11.211
8944,3663141,K07663.01,,FALSE POSITIVE,Done,2018-08-16,FALSE POSITIVE,1,0,1,0,q1_q17_dr25_sup_koi,2.31894284,4.549e-05,-4.549e-05,132.9696,0.0188,-0.0188,2454965.97,0.0188,-0.0188,q1_q17_dr25_sup_koi,1,q1_q17_dr25_tce,003/003663/003663141/dv/kplr003663141-20160209194854_dvr.pdf,295.66324,38.718243,13.232,13.507,13.174,13.117,,12.6,12.435,12.325
8945,3732972,K07664.01,,FALSE POSITIVE,Done,2018-08-16,FALSE POSITIVE,0,0,1,1,q1_q17_dr25_sup_koi,1.540398683,,,131.99063,,,2454964.991,,,q1_q17_dr25_sup_koi,1,q1_q17_dr25_tce,003/003732/003732972/dv/kplr003732972-20160209194854_dvr.pdf,286.97745,38.898762,13.254,14.042,13.227,12.916,12.715,11.635,11.093,10.994
8946,3750350,K07665.01,,FALSE POSITIVE,Done,2018-08-16,FALSE POSITIVE,1,0,0,0,q1_q17_dr25_sup_koi,319.30633,0.01571,-0.01571,221.3106,0.0344,-0.0344,2455054.311,0.0344,-0.0344,q1_q17_dr25_sup_koi,1,q1_q17_dr25_tce,003/003750/003750350/dv/kplr003750350-20160209194854_dvr.pdf,292.33884,38.84491,13.327,13.732,13.247,13.153,13.075,12.237,11.936,11.908
8947,3751231,K07666.01,,FALSE POSITIVE,Done,2018-08-16,FALSE POSITIVE,0,0,1,0,q1_q17_dr25_sup_koi,0.570953851,3.429e-06,-3.429e-06,131.5725,0.00489,-0.00489,2454964.572,0.00489,-0.00489,q1_q17_dr25_sup_koi,1,q1_q17_dr25_tce,003/003751/003751231/dv/kplr003751231-20160209194854_dvr.pdf,292.58865,38.80143,15.212,15.69,15.147,15.008,14.938,14.041,13.779,13.636
8948,3762750,K07668.01,,CANDIDATE,Done,2018-08-16,CANDIDATE,0,0,0,0,q1_q17_dr25_sup_koi,2.5093344,4.145e-05,-4.145e-05,133.1123,0.013,-0.013,2454966.112,0.013,-0.013,q1_q17_dr25_sup_koi,1,q1_q17_dr25_tce,003/003762/003762750/dv/kplr003762750-20160209194854_dvr.pdf,295.37204,38.897739,15.588,16.048,15.536,15.391,15.306,14.518,14.171,14.187
8949,3839294,K07669.01,,FALSE POSITIVE,Done,2018-08-16,FALSE POSITIVE,1,0,0,0,q1_q17_dr25_sup_koi,137.665706,0.001825,-0.001825,240.44616,0.00928,-0.00928,2455073.446,0.00928,-0.00928,q1_q17_dr25_sup_koi,1,q1_q17_dr25_tce,003/003839/003839294/dv/kplr003839294-20160209194854_dvr.pdf,288.05292,38.93792,13.199,14.091,13.156,12.816,12.615,11.506,10.911,10.822
8950,3848083,K07670.01,,CANDIDATE,Done,2018-08-16,CANDIDATE,0,0,0,0,q1_q17_dr25_sup_koi,8.4795266,0.000354,-0.000354,138.1276,0.0409,-0.0409,2454971.128,0.0409,-0.0409,q1_q17_dr25_sup_koi,1,q1_q17_dr25_tce,003/003848/003848083/dv/kplr003848083-20160209194854_dvr.pdf,290.81589,38.970921,15.994,16.532,15.915,15.763,15.657,14.73,14.382,14.289
8951,3851194,K07671.01,,FALSE POSITIVE,Done,2018-08-16,FALSE POSITIVE,0,0,0,1,q1_q17_dr25_sup_koi,0.918510251,5.239e-06,-5.239e-06,131.82791,0.00533,-0.00533,2454964.828,0.00533,-0.00533,q1_q17_dr25_sup_koi,1,q1_q17_dr25_tce,003/003851/003851194/dv/kplr003851194-20160209194854_dvr.pdf,291.71054,38.96273,13.815,14.283,13.755,13.615,13.534,12.727,12.426,12.375
8952,3852476,K07672.01,,FALSE POSITIVE,Done,2018-08-16,FALSE POSITIVE,1,0,0,0,q1_q17_dr25_sup_koi,111.741576,0.001722,-0.001722,166.3408,0.0108,-0.0108,2454999.341,0.0108,-0.0108,q1_q17_dr25_sup_koi,1,q1_q17_dr25_tce,003/003852/003852476/dv/kplr003852476-20160209194854_dvr.pdf,292.03525,38.945911,13.075,13.778,13.036,12.773,12.613,11.648,11.183,11.089
8953,3852872,K07673.01,,CANDIDATE,Done,2018-08-16,CANDIDATE,0,0,0,0,q1_q17_dr25_sup_koi,80.769893,0.002716,-0.002716,188.5556,0.0329,-0.0329,2455021.556,0.0329,-0.0329,q1_q17_dr25_sup_koi,1,q1_q17_dr25_tce,003/003852/003852872/dv/kplr003852872-20160209194854_dvr.pdf,292.13876,38.94154,13.026,13.849,12.936,12.673,12.491,11.513,10.999,10.911
